UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic Year,Type of service,Type of organisation,Number/Value Marker,Unit,Number/Value
10007159,The University of Sunderland,England,North East,2019/20,Consultancy,Total,Value,£000s,116.0
10007159,The University of Sunderland,England,North East,2019/20,Contract research,SME's,Number,£000s,4.0
10007159,The University of Sunderland,England,North East,2019/20,Contract research,Other (non-SME) commercial businesses,Number,£000s,4.0
10007159,The University of Sunderland,England,North East,2019/20,Contract research,Non-commercial organisations,Number,£000s,25.0
10007159,The University of Sunderland,England,North East,2019/20,Contract research,Total,Number,£000s,33.0
10007159,The University of Sunderland,England,North East,2019/20,Contract research,SME's,Value,£000s,30.0
10007159,The University of Sunderland,England,North East,2019/20,Contract research,Other (non-SME) commercial businesses,Value,£000s,60.0
10007159,The University of Sunderland,England,North East,2019/20,Contract research,Non-commercial organisations,Value,£000s,435.0
10007159,The University of Sunderland,England,North East,2019/20,Contract research,Total,Value,£000s,525.0
10007159,The University of Sunderland,England,North East,2019/20,Facilities and equipment related,SME's,Number,£000s,1.0
10007159,The University of Sunderland,England,North East,2019/20,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,0.0
10007159,The University of Sunderland,England,North East,2019/20,Facilities and equipment related,Non-commercial organisations,Number,£000s,2.0
10007159,The University of Sunderland,England,North East,2019/20,Facilities and equipment related,Total,Number,£000s,3.0
10007159,The University of Sunderland,England,North East,2019/20,Facilities and equipment related,SME's,Value,£000s,8.0
10007159,The University of Sunderland,England,North East,2019/20,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,0.0
10007159,The University of Sunderland,England,North East,2019/20,Facilities and equipment related,Non-commercial organisations,Value,£000s,18.0
10007159,The University of Sunderland,England,North East,2019/20,Facilities and equipment related,Total,Value,£000s,26.0
10007159,The University of Sunderland,England,North East,2020/21,Consultancy,SME's,Number,£000s,14.0
10007159,The University of Sunderland,England,North East,2020/21,Consultancy,Other (non-SME) commercial businesses,Number,£000s,1.0
10007159,The University of Sunderland,England,North East,2020/21,Consultancy,Non-commercial organisations,Number,£000s,4.0
10007159,The University of Sunderland,England,North East,2020/21,Consultancy,Total,Number,£000s,19.0
10007159,The University of Sunderland,England,North East,2020/21,Consultancy,SME's,Value,£000s,23.0
10007159,The University of Sunderland,England,North East,2020/21,Consultancy,Other (non-SME) commercial businesses,Value,£000s,1.0
10007159,The University of Sunderland,England,North East,2020/21,Consultancy,Non-commercial organisations,Value,£000s,237.0
10007159,The University of Sunderland,England,North East,2020/21,Consultancy,Total,Value,£000s,261.0
10007159,The University of Sunderland,England,North East,2020/21,Contract research,SME's,Number,£000s,0.0
10007159,The University of Sunderland,England,North East,2020/21,Contract research,Other (non-SME) commercial businesses,Number,£000s,2.0
10007159,The University of Sunderland,England,North East,2020/21,Contract research,Non-commercial organisations,Number,£000s,24.0
10007159,The University of Sunderland,England,North East,2020/21,Contract research,Total,Number,£000s,26.0
10007159,The University of Sunderland,England,North East,2020/21,Contract research,SME's,Value,£000s,0.0
10007159,The University of Sunderland,England,North East,2020/21,Contract research,Other (non-SME) commercial businesses,Value,£000s,47.0
10007159,The University of Sunderland,England,North East,2020/21,Contract research,Non-commercial organisations,Value,£000s,622.0
10007159,The University of Sunderland,England,North East,2020/21,Contract research,Total,Value,£000s,669.0
10007159,The University of Sunderland,England,North East,2020/21,Facilities and equipment related,SME's,Number,£000s,12.0
10007159,The University of Sunderland,England,North East,2020/21,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,0.0
10007159,The University of Sunderland,England,North East,2020/21,Facilities and equipment related,Non-commercial organisations,Number,£000s,2.0
10007159,The University of Sunderland,England,North East,2020/21,Facilities and equipment related,Total,Number,£000s,14.0
10007159,The University of Sunderland,England,North East,2020/21,Facilities and equipment related,SME's,Value,£000s,5.0
10007159,The University of Sunderland,England,North East,2020/21,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,0.0
10007159,The University of Sunderland,England,North East,2020/21,Facilities and equipment related,Non-commercial organisations,Value,£000s,32.0
10007159,The University of Sunderland,England,North East,2020/21,Facilities and equipment related,Total,Value,£000s,37.0
10007159,The University of Sunderland,England,North East,2021/22,Consultancy,SME's,Number,£000s,41.0
10007159,The University of Sunderland,England,North East,2021/22,Consultancy,Other (non-SME) commercial businesses,Number,£000s,1.0
10007159,The University of Sunderland,England,North East,2021/22,Consultancy,Non-commercial organisations,Number,£000s,9.0
10007159,The University of Sunderland,England,North East,2021/22,Consultancy,Total,Number,£000s,51.0
10007159,The University of Sunderland,England,North East,2021/22,Consultancy,SME's,Value,£000s,28.0
10007159,The University of Sunderland,England,North East,2021/22,Consultancy,Other (non-SME) commercial businesses,Value,£000s,20.0
10007159,The University of Sunderland,England,North East,2021/22,Consultancy,Non-commercial organisations,Value,£000s,218.0
10007159,The University of Sunderland,England,North East,2021/22,Consultancy,Total,Value,£000s,266.0
10007159,The University of Sunderland,England,North East,2021/22,Contract research,SME's,Number,£000s,1.0
10007159,The University of Sunderland,England,North East,2021/22,Contract research,Other (non-SME) commercial businesses,Number,£000s,2.0
10007159,The University of Sunderland,England,North East,2021/22,Contract research,Non-commercial organisations,Number,£000s,27.0
10007159,The University of Sunderland,England,North East,2021/22,Contract research,Total,Number,£000s,30.0
10007159,The University of Sunderland,England,North East,2021/22,Contract research,SME's,Value,£000s,9.0
10007159,The University of Sunderland,England,North East,2021/22,Contract research,Other (non-SME) commercial businesses,Value,£000s,55.0
10007159,The University of Sunderland,England,North East,2021/22,Contract research,Non-commercial organisations,Value,£000s,630.0
10007159,The University of Sunderland,England,North East,2021/22,Contract research,Total,Value,£000s,694.0
10007159,The University of Sunderland,England,North East,2021/22,Facilities and equipment related,SME's,Number,£000s,18.0
10007159,The University of Sunderland,England,North East,2021/22,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,1.0
10007159,The University of Sunderland,England,North East,2021/22,Facilities and equipment related,Non-commercial organisations,Number,£000s,13.0
10007159,The University of Sunderland,England,North East,2021/22,Facilities and equipment related,Total,Number,£000s,32.0
10007159,The University of Sunderland,England,North East,2021/22,Facilities and equipment related,SME's,Value,£000s,15.0
10007159,The University of Sunderland,England,North East,2021/22,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,20.0
10007159,The University of Sunderland,England,North East,2021/22,Facilities and equipment related,Non-commercial organisations,Value,£000s,33.0
10007159,The University of Sunderland,England,North East,2021/22,Facilities and equipment related,Total,Value,£000s,68.0
10007159,The University of Sunderland,England,North East,2022/23,Consultancy,SME's,Number,£000s,12.0
10007159,The University of Sunderland,England,North East,2022/23,Consultancy,Other (non-SME) commercial businesses,Number,£000s,2.0
10007159,The University of Sunderland,England,North East,2022/23,Consultancy,Non-commercial organisations,Number,£000s,8.0
10007159,The University of Sunderland,England,North East,2022/23,Consultancy,Total,Number,£000s,22.0
10007159,The University of Sunderland,England,North East,2022/23,Consultancy,SME's,Value,£000s,21.0
10007159,The University of Sunderland,England,North East,2022/23,Consultancy,Other (non-SME) commercial businesses,Value,£000s,2.0
10007159,The University of Sunderland,England,North East,2022/23,Consultancy,Non-commercial organisations,Value,£000s,171.0
10007159,The University of Sunderland,England,North East,2022/23,Consultancy,Total,Value,£000s,194.0
10007159,The University of Sunderland,England,North East,2022/23,Contract research,SME's,Number,£000s,1.0
10007159,The University of Sunderland,England,North East,2022/23,Contract research,Other (non-SME) commercial businesses,Number,£000s,1.0
10007159,The University of Sunderland,England,North East,2022/23,Contract research,Non-commercial organisations,Number,£000s,32.0
10007159,The University of Sunderland,England,North East,2022/23,Contract research,Total,Number,£000s,34.0
10007159,The University of Sunderland,England,North East,2022/23,Contract research,SME's,Value,£000s,16.0
10007159,The University of Sunderland,England,North East,2022/23,Contract research,Other (non-SME) commercial businesses,Value,£000s,22.0
10007159,The University of Sunderland,England,North East,2022/23,Contract research,Non-commercial organisations,Value,£000s,699.0
10007159,The University of Sunderland,England,North East,2022/23,Contract research,Total,Value,£000s,737.0
10007159,The University of Sunderland,England,North East,2022/23,Facilities and equipment related,SME's,Number,£000s,5.0
10007159,The University of Sunderland,England,North East,2022/23,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,1.0
10007159,The University of Sunderland,England,North East,2022/23,Facilities and equipment related,Non-commercial organisations,Number,£000s,0.0
10007159,The University of Sunderland,England,North East,2022/23,Facilities and equipment related,Total,Number,£000s,6.0
10007159,The University of Sunderland,England,North East,2022/23,Facilities and equipment related,SME's,Value,£000s,9.0
10007159,The University of Sunderland,England,North East,2022/23,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,27.0
10007159,The University of Sunderland,England,North East,2022/23,Facilities and equipment related,Non-commercial organisations,Value,£000s,0.0
10007159,The University of Sunderland,England,North East,2022/23,Facilities and equipment related,Total,Value,£000s,36.0
10007159,The University of Sunderland,England,North East,2023/24,Consultancy,SME's,Number,£000s,24.0
10007159,The University of Sunderland,England,North East,2023/24,Consultancy,Other (non-SME) commercial businesses,Number,£000s,1.0
10007159,The University of Sunderland,England,North East,2023/24,Consultancy,Non-commercial organisations,Number,£000s,12.0
10007159,The University of Sunderland,England,North East,2023/24,Consultancy,Total,Number,£000s,37.0
10007159,The University of Sunderland,England,North East,2023/24,Consultancy,SME's,Value,£000s,27.0
10007159,The University of Sunderland,England,North East,2023/24,Consultancy,Other (non-SME) commercial businesses,Value,£000s,1.0
10007159,The University of Sunderland,England,North East,2023/24,Consultancy,Non-commercial organisations,Value,£000s,167.0
10007159,The University of Sunderland,England,North East,2023/24,Consultancy,Total,Value,£000s,195.0
10007159,The University of Sunderland,England,North East,2023/24,Contract research,SME's,Number,£000s,2.0
10007159,The University of Sunderland,England,North East,2023/24,Contract research,Other (non-SME) commercial businesses,Number,£000s,1.0
10007159,The University of Sunderland,England,North East,2023/24,Contract research,Non-commercial organisations,Number,£000s,32.0
10007159,The University of Sunderland,England,North East,2023/24,Contract research,Total,Number,£000s,35.0
10007159,The University of Sunderland,England,North East,2023/24,Contract research,SME's,Value,£000s,23.0
10007159,The University of Sunderland,England,North East,2023/24,Contract research,Other (non-SME) commercial businesses,Value,£000s,53.0
10007159,The University of Sunderland,England,North East,2023/24,Contract research,Non-commercial organisations,Value,£000s,972.0
10007159,The University of Sunderland,England,North East,2023/24,Contract research,Total,Value,£000s,1048.0
10007159,The University of Sunderland,England,North East,2023/24,Facilities and equipment related,SME's,Number,£000s,5.0
10007159,The University of Sunderland,England,North East,2023/24,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,0.0
10007159,The University of Sunderland,England,North East,2023/24,Facilities and equipment related,Non-commercial organisations,Number,£000s,1.0
10007159,The University of Sunderland,England,North East,2023/24,Facilities and equipment related,Total,Number,£000s,6.0
10007159,The University of Sunderland,England,North East,2023/24,Facilities and equipment related,SME's,Value,£000s,9.0
10007159,The University of Sunderland,England,North East,2023/24,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,0.0
10007159,The University of Sunderland,England,North East,2023/24,Facilities and equipment related,Non-commercial organisations,Value,£000s,27.0
10007159,The University of Sunderland,England,North East,2023/24,Facilities and equipment related,Total,Value,£000s,36.0
10007161,Teesside University,England,North East,2014/15,Consultancy,SME's,Number,£000s,29.0
10007161,Teesside University,England,North East,2014/15,Consultancy,Other (non-SME) commercial businesses,Number,£000s,13.0
10007161,Teesside University,England,North East,2014/15,Consultancy,Non-commercial organisations,Number,£000s,103.0
10007161,Teesside University,England,North East,2014/15,Consultancy,Total,Number,£000s,145.0
10007161,Teesside University,England,North East,2014/15,Consultancy,SME's,Value,£000s,128.0
10007161,Teesside University,England,North East,2014/15,Consultancy,Other (non-SME) commercial businesses,Value,£000s,49.0
10007161,Teesside University,England,North East,2014/15,Consultancy,Non-commercial organisations,Value,£000s,3524.0
10007161,Teesside University,England,North East,2014/15,Consultancy,Total,Value,£000s,3701.0
10007161,Teesside University,England,North East,2014/15,Contract research,SME's,Number,£000s,14.0
10007161,Teesside University,England,North East,2014/15,Contract research,Other (non-SME) commercial businesses,Number,£000s,2.0
10007161,Teesside University,England,North East,2014/15,Contract research,Non-commercial organisations,Number,£000s,73.0
10007161,Teesside University,England,North East,2014/15,Contract research,Total,Number,£000s,89.0
10007161,Teesside University,England,North East,2014/15,Contract research,SME's,Value,£000s,181.0
10007161,Teesside University,England,North East,2014/15,Contract research,Other (non-SME) commercial businesses,Value,£000s,11.0
10007161,Teesside University,England,North East,2014/15,Contract research,Non-commercial organisations,Value,£000s,607.0
10007161,Teesside University,England,North East,2014/15,Contract research,Total,Value,£000s,799.0
10007161,Teesside University,England,North East,2014/15,Facilities and equipment related,SME's,Number,£000s,85.0
10007161,Teesside University,England,North East,2014/15,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,19.0
10007161,Teesside University,England,North East,2014/15,Facilities and equipment related,Non-commercial organisations,Number,£000s,188.0
10007161,Teesside University,England,North East,2014/15,Facilities and equipment related,Total,Number,£000s,292.0
10007161,Teesside University,England,North East,2014/15,Facilities and equipment related,SME's,Value,£000s,170.0
10007161,Teesside University,England,North East,2014/15,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,33.0
10007161,Teesside University,England,North East,2014/15,Facilities and equipment related,Non-commercial organisations,Value,£000s,1325.0
10007161,Teesside University,England,North East,2014/15,Facilities and equipment related,Total,Value,£000s,1528.0
10007161,Teesside University,England,North East,2015/16,Consultancy,SME's,Number,£000s,79.0
10007161,Teesside University,England,North East,2015/16,Consultancy,Other (non-SME) commercial businesses,Number,£000s,31.0
10007161,Teesside University,England,North East,2015/16,Consultancy,Non-commercial organisations,Number,£000s,129.0
10007161,Teesside University,England,North East,2015/16,Consultancy,Total,Number,£000s,239.0
10007161,Teesside University,England,North East,2015/16,Consultancy,SME's,Value,£000s,187.0
10007161,Teesside University,England,North East,2015/16,Consultancy,Other (non-SME) commercial businesses,Value,£000s,30.0
10007161,Teesside University,England,North East,2015/16,Consultancy,Non-commercial organisations,Value,£000s,3838.0
10007161,Teesside University,England,North East,2015/16,Consultancy,Total,Value,£000s,4055.0
10007161,Teesside University,England,North East,2015/16,Contract research,SME's,Number,£000s,23.0
10007161,Teesside University,England,North East,2015/16,Contract research,Other (non-SME) commercial businesses,Number,£000s,2.0
10007161,Teesside University,England,North East,2015/16,Contract research,Non-commercial organisations,Number,£000s,80.0
10007161,Teesside University,England,North East,2015/16,Contract research,Total,Number,£000s,105.0
10007161,Teesside University,England,North East,2015/16,Contract research,SME's,Value,£000s,254.0
10007161,Teesside University,England,North East,2015/16,Contract research,Other (non-SME) commercial businesses,Value,£000s,13.0
10007161,Teesside University,England,North East,2015/16,Contract research,Non-commercial organisations,Value,£000s,865.0
10007161,Teesside University,England,North East,2015/16,Contract research,Total,Value,£000s,1132.0
10007161,Teesside University,England,North East,2015/16,Facilities and equipment related,SME's,Number,£000s,131.0
10007161,Teesside University,England,North East,2015/16,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,24.0
10007161,Teesside University,England,North East,2015/16,Facilities and equipment related,Non-commercial organisations,Number,£000s,191.0
10007161,Teesside University,England,North East,2015/16,Facilities and equipment related,Total,Number,£000s,346.0
10007161,Teesside University,England,North East,2015/16,Facilities and equipment related,SME's,Value,£000s,228.0
10007161,Teesside University,England,North East,2015/16,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,26.0
10007161,Teesside University,England,North East,2015/16,Facilities and equipment related,Non-commercial organisations,Value,£000s,1394.0
10007161,Teesside University,England,North East,2015/16,Facilities and equipment related,Total,Value,£000s,1648.0
10007161,Teesside University,England,North East,2016/17,Consultancy,SME's,Number,£000s,34.0
10007161,Teesside University,England,North East,2016/17,Consultancy,Other (non-SME) commercial businesses,Number,£000s,20.0
10007161,Teesside University,England,North East,2016/17,Consultancy,Non-commercial organisations,Number,£000s,128.0
10007161,Teesside University,England,North East,2016/17,Consultancy,Total,Number,£000s,182.0
10007161,Teesside University,England,North East,2016/17,Consultancy,SME's,Value,£000s,147.0
10007161,Teesside University,England,North East,2016/17,Consultancy,Other (non-SME) commercial businesses,Value,£000s,86.0
10007161,Teesside University,England,North East,2016/17,Consultancy,Non-commercial organisations,Value,£000s,3582.0
10007161,Teesside University,England,North East,2016/17,Consultancy,Total,Value,£000s,3815.0
10007161,Teesside University,England,North East,2016/17,Contract research,SME's,Number,£000s,19.0
10007161,Teesside University,England,North East,2016/17,Contract research,Other (non-SME) commercial businesses,Number,£000s,3.0
10007161,Teesside University,England,North East,2016/17,Contract research,Non-commercial organisations,Number,£000s,73.0
10007161,Teesside University,England,North East,2016/17,Contract research,Total,Number,£000s,95.0
10007161,Teesside University,England,North East,2016/17,Contract research,SME's,Value,£000s,216.0
10007161,Teesside University,England,North East,2016/17,Contract research,Other (non-SME) commercial businesses,Value,£000s,53.0
10007161,Teesside University,England,North East,2016/17,Contract research,Non-commercial organisations,Value,£000s,657.0
10007161,Teesside University,England,North East,2016/17,Contract research,Total,Value,£000s,926.0
10007161,Teesside University,England,North East,2016/17,Facilities and equipment related,SME's,Number,£000s,103.0
10007161,Teesside University,England,North East,2016/17,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,12.0
10007161,Teesside University,England,North East,2016/17,Facilities and equipment related,Non-commercial organisations,Number,£000s,122.0
10007161,Teesside University,England,North East,2016/17,Facilities and equipment related,Total,Number,£000s,237.0
10007161,Teesside University,England,North East,2016/17,Facilities and equipment related,SME's,Value,£000s,291.0
10007161,Teesside University,England,North East,2016/17,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,58.0
10007161,Teesside University,England,North East,2016/17,Facilities and equipment related,Non-commercial organisations,Value,£000s,1436.0
10007161,Teesside University,England,North East,2016/17,Facilities and equipment related,Total,Value,£000s,1785.0
10007161,Teesside University,England,North East,2017/18,Consultancy,SME's,Number,£000s,34.0
10007161,Teesside University,England,North East,2017/18,Consultancy,Other (non-SME) commercial businesses,Number,£000s,10.0
10007161,Teesside University,England,North East,2017/18,Consultancy,Non-commercial organisations,Number,£000s,75.0
10007161,Teesside University,England,North East,2017/18,Consultancy,Total,Number,£000s,119.0
10007161,Teesside University,England,North East,2017/18,Consultancy,SME's,Value,£000s,147.0
10007161,Teesside University,England,North East,2017/18,Consultancy,Other (non-SME) commercial businesses,Value,£000s,79.0
10007161,Teesside University,England,North East,2017/18,Consultancy,Non-commercial organisations,Value,£000s,2412.0
10007161,Teesside University,England,North East,2017/18,Consultancy,Total,Value,£000s,2638.0
10007161,Teesside University,England,North East,2017/18,Contract research,SME's,Number,£000s,10.0
10007161,Teesside University,England,North East,2017/18,Contract research,Other (non-SME) commercial businesses,Number,£000s,5.0
10007161,Teesside University,England,North East,2017/18,Contract research,Non-commercial organisations,Number,£000s,34.0
10007161,Teesside University,England,North East,2017/18,Contract research,Total,Number,£000s,49.0
10007161,Teesside University,England,North East,2017/18,Contract research,SME's,Value,£000s,122.0
10007161,Teesside University,England,North East,2017/18,Contract research,Other (non-SME) commercial businesses,Value,£000s,106.0
10007161,Teesside University,England,North East,2017/18,Contract research,Non-commercial organisations,Value,£000s,338.0
10007161,Teesside University,England,North East,2017/18,Contract research,Total,Value,£000s,566.0
10007161,Teesside University,England,North East,2017/18,Facilities and equipment related,SME's,Number,£000s,99.0
10007161,Teesside University,England,North East,2017/18,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,11.0
10007161,Teesside University,England,North East,2017/18,Facilities and equipment related,Non-commercial organisations,Number,£000s,117.0
10007161,Teesside University,England,North East,2017/18,Facilities and equipment related,Total,Number,£000s,227.0
10007161,Teesside University,England,North East,2017/18,Facilities and equipment related,SME's,Value,£000s,313.0
10007161,Teesside University,England,North East,2017/18,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,63.0
10007161,Teesside University,England,North East,2017/18,Facilities and equipment related,Non-commercial organisations,Value,£000s,1483.0
10007161,Teesside University,England,North East,2017/18,Facilities and equipment related,Total,Value,£000s,1859.0
10007161,Teesside University,England,North East,2018/19,Consultancy,SME's,Number,£000s,25.0
10007161,Teesside University,England,North East,2018/19,Consultancy,Other (non-SME) commercial businesses,Number,£000s,12.0
10007161,Teesside University,England,North East,2018/19,Consultancy,Non-commercial organisations,Number,£000s,75.0
10007161,Teesside University,England,North East,2018/19,Consultancy,Total,Number,£000s,112.0
10007161,Teesside University,England,North East,2018/19,Consultancy,SME's,Value,£000s,120.0
10007161,Teesside University,England,North East,2018/19,Consultancy,Other (non-SME) commercial businesses,Value,£000s,132.0
10007161,Teesside University,England,North East,2018/19,Consultancy,Non-commercial organisations,Value,£000s,1957.0
10007161,Teesside University,England,North East,2018/19,Consultancy,Total,Value,£000s,2209.0
10007161,Teesside University,England,North East,2018/19,Contract research,SME's,Number,£000s,12.0
10007161,Teesside University,England,North East,2018/19,Contract research,Other (non-SME) commercial businesses,Number,£000s,7.0
10007161,Teesside University,England,North East,2018/19,Contract research,Non-commercial organisations,Number,£000s,51.0
10007161,Teesside University,England,North East,2018/19,Contract research,Total,Number,£000s,70.0
10007161,Teesside University,England,North East,2018/19,Contract research,SME's,Value,£000s,144.0
10007161,Teesside University,England,North East,2018/19,Contract research,Other (non-SME) commercial businesses,Value,£000s,60.0
10007161,Teesside University,England,North East,2018/19,Contract research,Non-commercial organisations,Value,£000s,525.0
10007161,Teesside University,England,North East,2018/19,Contract research,Total,Value,£000s,729.0
10007161,Teesside University,England,North East,2018/19,Facilities and equipment related,SME's,Number,£000s,115.0
10007161,Teesside University,England,North East,2018/19,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,13.0
10007161,Teesside University,England,North East,2018/19,Facilities and equipment related,Non-commercial organisations,Number,£000s,173.0
10007161,Teesside University,England,North East,2018/19,Facilities and equipment related,Total,Number,£000s,301.0
10007161,Teesside University,England,North East,2018/19,Facilities and equipment related,SME's,Value,£000s,374.0
10007161,Teesside University,England,North East,2018/19,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,14.0
10007161,Teesside University,England,North East,2018/19,Facilities and equipment related,Non-commercial organisations,Value,£000s,1481.0
10007161,Teesside University,England,North East,2018/19,Facilities and equipment related,Total,Value,£000s,1869.0
10007161,Teesside University,England,North East,2019/20,Consultancy,SME's,Number,£000s,16.0
10007161,Teesside University,England,North East,2019/20,Consultancy,Other (non-SME) commercial businesses,Number,£000s,8.0
10007161,Teesside University,England,North East,2019/20,Consultancy,Non-commercial organisations,Number,£000s,51.0
10007161,Teesside University,England,North East,2019/20,Consultancy,Total,Number,£000s,75.0
10007161,Teesside University,England,North East,2019/20,Consultancy,SME's,Value,£000s,143.0
10007161,Teesside University,England,North East,2019/20,Consultancy,Other (non-SME) commercial businesses,Value,£000s,50.0
10007161,Teesside University,England,North East,2019/20,Consultancy,Non-commercial organisations,Value,£000s,1696.0
10007161,Teesside University,England,North East,2019/20,Consultancy,Total,Value,£000s,1889.0
10007161,Teesside University,England,North East,2019/20,Contract research,SME's,Number,£000s,15.0
10007161,Teesside University,England,North East,2019/20,Contract research,Other (non-SME) commercial businesses,Number,£000s,6.0
10007161,Teesside University,England,North East,2019/20,Contract research,Non-commercial organisations,Number,£000s,29.0
10007161,Teesside University,England,North East,2019/20,Contract research,Total,Number,£000s,50.0
10007161,Teesside University,England,North East,2019/20,Contract research,SME's,Value,£000s,159.0
10007161,Teesside University,England,North East,2019/20,Contract research,Other (non-SME) commercial businesses,Value,£000s,105.0
10007161,Teesside University,England,North East,2019/20,Contract research,Non-commercial organisations,Value,£000s,318.0
10007161,Teesside University,England,North East,2019/20,Contract research,Total,Value,£000s,582.0
10007161,Teesside University,England,North East,2019/20,Facilities and equipment related,SME's,Number,£000s,139.0
10007161,Teesside University,England,North East,2019/20,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,4.0
10007161,Teesside University,England,North East,2019/20,Facilities and equipment related,Non-commercial organisations,Number,£000s,39.0
10007161,Teesside University,England,North East,2019/20,Facilities and equipment related,Total,Number,£000s,182.0
10007161,Teesside University,England,North East,2019/20,Facilities and equipment related,SME's,Value,£000s,236.0
10007161,Teesside University,England,North East,2019/20,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,20.0
10007161,Teesside University,England,North East,2019/20,Facilities and equipment related,Non-commercial organisations,Value,£000s,1412.0
10007161,Teesside University,England,North East,2019/20,Facilities and equipment related,Total,Value,£000s,1668.0
10007161,Teesside University,England,North East,2020/21,Consultancy,SME's,Number,£000s,26.0
10007161,Teesside University,England,North East,2020/21,Consultancy,Other (non-SME) commercial businesses,Number,£000s,6.0
10007161,Teesside University,England,North East,2020/21,Consultancy,Non-commercial organisations,Number,£000s,45.0
10007161,Teesside University,England,North East,2020/21,Consultancy,Total,Number,£000s,77.0
10007161,Teesside University,England,North East,2020/21,Consultancy,SME's,Value,£000s,44.0
10007161,Teesside University,England,North East,2020/21,Consultancy,Other (non-SME) commercial businesses,Value,£000s,50.0
10007161,Teesside University,England,North East,2020/21,Consultancy,Non-commercial organisations,Value,£000s,2058.0
10007161,Teesside University,England,North East,2020/21,Consultancy,Total,Value,£000s,2152.0
10007161,Teesside University,England,North East,2020/21,Contract research,SME's,Number,£000s,11.0
10007161,Teesside University,England,North East,2020/21,Contract research,Other (non-SME) commercial businesses,Number,£000s,10.0
10007161,Teesside University,England,North East,2020/21,Contract research,Non-commercial organisations,Number,£000s,35.0
10007161,Teesside University,England,North East,2020/21,Contract research,Total,Number,£000s,56.0
10007161,Teesside University,England,North East,2020/21,Contract research,SME's,Value,£000s,119.0
10007161,Teesside University,England,North East,2020/21,Contract research,Other (non-SME) commercial businesses,Value,£000s,195.0
10007161,Teesside University,England,North East,2020/21,Contract research,Non-commercial organisations,Value,£000s,374.0
10007161,Teesside University,England,North East,2020/21,Contract research,Total,Value,£000s,688.0
10007161,Teesside University,England,North East,2020/21,Facilities and equipment related,SME's,Number,£000s,73.0
10007161,Teesside University,England,North East,2020/21,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,3.0
10007161,Teesside University,England,North East,2020/21,Facilities and equipment related,Non-commercial organisations,Number,£000s,12.0
10007161,Teesside University,England,North East,2020/21,Facilities and equipment related,Total,Number,£000s,88.0
10007161,Teesside University,England,North East,2020/21,Facilities and equipment related,SME's,Value,£000s,319.0
10007161,Teesside University,England,North East,2020/21,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,212.0
10007161,Teesside University,England,North East,2020/21,Facilities and equipment related,Non-commercial organisations,Value,£000s,894.0
10007161,Teesside University,England,North East,2020/21,Facilities and equipment related,Total,Value,£000s,1425.0
10007161,Teesside University,England,North East,2021/22,Consultancy,SME's,Number,£000s,12.0
10007161,Teesside University,England,North East,2021/22,Consultancy,Other (non-SME) commercial businesses,Number,£000s,6.0
10007161,Teesside University,England,North East,2021/22,Consultancy,Non-commercial organisations,Number,£000s,33.0
10007161,Teesside University,England,North East,2021/22,Consultancy,Total,Number,£000s,51.0
10007161,Teesside University,England,North East,2021/22,Consultancy,SME's,Value,£000s,17.0
10007161,Teesside University,England,North East,2021/22,Consultancy,Other (non-SME) commercial businesses,Value,£000s,64.0
10007161,Teesside University,England,North East,2021/22,Consultancy,Non-commercial organisations,Value,£000s,1557.0
10007161,Teesside University,England,North East,2021/22,Consultancy,Total,Value,£000s,1638.0
10007161,Teesside University,England,North East,2021/22,Contract research,SME's,Number,£000s,14.0
10007161,Teesside University,England,North East,2021/22,Contract research,Other (non-SME) commercial businesses,Number,£000s,10.0
10007161,Teesside University,England,North East,2021/22,Contract research,Non-commercial organisations,Number,£000s,35.0
10007161,Teesside University,England,North East,2021/22,Contract research,Total,Number,£000s,59.0
10007161,Teesside University,England,North East,2021/22,Contract research,SME's,Value,£000s,196.0
10007161,Teesside University,England,North East,2021/22,Contract research,Other (non-SME) commercial businesses,Value,£000s,182.0
