UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic Year,Metric,Category Marker,Value
10007159,The University of Sunderland,England,North East,2022/23,Estimated external investment received (£ thousands),Social enterprises,2.0
10007159,The University of Sunderland,England,North East,2022/23,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2022/23,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2022/23,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2022/23,Number (of newly registered companies within the reporting period),Student start-ups,20.0
10007159,The University of Sunderland,England,North East,2022/23,Number (of newly registered companies within the reporting period),Social enterprises,6.0
10007159,The University of Sunderland,England,North East,2022/23,Number of active firms,Spin-outs with some HE provider ownership,1.0
10007159,The University of Sunderland,England,North East,2022/23,Number of active firms,Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2022/23,Number of active firms,Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2022/23,Number of active firms,Student start-ups,75.0
10007159,The University of Sunderland,England,North East,2022/23,Number of active firms,Social enterprises,10.0
10007159,The University of Sunderland,England,North East,2022/23,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,1.0
10007159,The University of Sunderland,England,North East,2022/23,Number still active which have survived at least 3 years,Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2022/23,Number still active which have survived at least 3 years,Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2022/23,Number still active which have survived at least 3 years,Student start-ups,31.0
10007159,The University of Sunderland,England,North East,2022/23,Number still active which have survived at least 3 years,Social enterprises,4.0
10007159,The University of Sunderland,England,North East,2023/24,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,1.0
10007159,The University of Sunderland,England,North East,2023/24,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2023/24,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2023/24,Estimated current employment of all active firms (FTE),Student start-ups,131.0
10007159,The University of Sunderland,England,North East,2023/24,Estimated current employment of all active firms (FTE),Social enterprises,16.0
10007159,The University of Sunderland,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Student start-ups,5701.0
10007159,The University of Sunderland,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Social enterprises,347.0
10007159,The University of Sunderland,England,North East,2023/24,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2023/24,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2023/24,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2023/24,Estimated external investment received (£ thousands),Student start-ups,139.0
10007159,The University of Sunderland,England,North East,2023/24,Estimated external investment received (£ thousands),Social enterprises,87.0
10007159,The University of Sunderland,England,North East,2023/24,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10007159,The University of Sunderland,England,North East,2023/24,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2023/24,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2023/24,Number (of newly registered companies within the reporting period),Student start-ups,19.0
10007159,The University of Sunderland,England,North East,2023/24,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10007159,The University of Sunderland,England,North East,2023/24,Number of active firms,Spin-outs with some HE provider ownership,1.0
10007159,The University of Sunderland,England,North East,2023/24,Number of active firms,Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2023/24,Number of active firms,Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2023/24,Number of active firms,Student start-ups,84.0
10007159,The University of Sunderland,England,North East,2023/24,Number of active firms,Social enterprises,13.0
10007159,The University of Sunderland,England,North East,2023/24,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,1.0
10007159,The University of Sunderland,England,North East,2023/24,Number still active which have survived at least 3 years,Other spin-outs,0.0
10007159,The University of Sunderland,England,North East,2023/24,Number still active which have survived at least 3 years,Staff start-ups,0.0
10007159,The University of Sunderland,England,North East,2023/24,Number still active which have survived at least 3 years,Student start-ups,51.0
10007159,The University of Sunderland,England,North East,2023/24,Number still active which have survived at least 3 years,Social enterprises,8.0
10007161,Teesside University,England,North East,2014/15,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,12.0
10007161,Teesside University,England,North East,2014/15,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10007161,Teesside University,England,North East,2014/15,Estimated current employment of all active firms (FTE),Staff start-ups,71.0
10007161,Teesside University,England,North East,2014/15,Estimated current employment of all active firms (FTE),Student start-ups,248.0
10007161,Teesside University,England,North East,2014/15,Estimated current employment of all active firms (FTE),Social enterprises,11.0
10007161,Teesside University,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,165.0
10007161,Teesside University,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Staff start-ups,252.0
10007161,Teesside University,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Student start-ups,4093.0
10007161,Teesside University,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Social enterprises,189.0
10007161,Teesside University,England,North East,2014/15,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2014/15,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2014/15,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007161,Teesside University,England,North East,2014/15,Estimated external investment received (£ thousands),Student start-ups,0.0
10007161,Teesside University,England,North East,2014/15,Estimated external investment received (£ thousands),Social enterprises,0.0
10007161,Teesside University,England,North East,2014/15,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,2.0
10007161,Teesside University,England,North East,2014/15,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007161,Teesside University,England,North East,2014/15,Number (of newly registered companies within the reporting period),Staff start-ups,4.0
10007161,Teesside University,England,North East,2014/15,Number (of newly registered companies within the reporting period),Student start-ups,49.0
10007161,Teesside University,England,North East,2014/15,Number (of newly registered companies within the reporting period),Social enterprises,8.0
10007161,Teesside University,England,North East,2014/15,Number of active firms,Spin-outs with some HE provider ownership,7.0
10007161,Teesside University,England,North East,2014/15,Number of active firms,Other spin-outs,0.0
10007161,Teesside University,England,North East,2014/15,Number of active firms,Staff start-ups,53.0
10007161,Teesside University,England,North East,2014/15,Number of active firms,Student start-ups,243.0
10007161,Teesside University,England,North East,2014/15,Number of active firms,Social enterprises,14.0
10007161,Teesside University,England,North East,2014/15,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,3.0
10007161,Teesside University,England,North East,2014/15,Number still active which have survived at least 3 years,Other spin-outs,0.0
10007161,Teesside University,England,North East,2014/15,Number still active which have survived at least 3 years,Staff start-ups,42.0
10007161,Teesside University,England,North East,2014/15,Number still active which have survived at least 3 years,Student start-ups,111.0
10007161,Teesside University,England,North East,2014/15,Number still active which have survived at least 3 years,Social enterprises,5.0
10007161,Teesside University,England,North East,2015/16,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,12.0
10007161,Teesside University,England,North East,2015/16,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10007161,Teesside University,England,North East,2015/16,Estimated current employment of all active firms (FTE),Staff start-ups,71.0
10007161,Teesside University,England,North East,2015/16,Estimated current employment of all active firms (FTE),Student start-ups,426.0
10007161,Teesside University,England,North East,2015/16,Estimated current employment of all active firms (FTE),Social enterprises,10.0
10007161,Teesside University,England,North East,2015/16,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,165.0
10007161,Teesside University,England,North East,2015/16,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2015/16,Estimated current turnover of all active firms (£ thousands),Staff start-ups,252.0
10007161,Teesside University,England,North East,2015/16,Estimated current turnover of all active firms (£ thousands),Student start-ups,4928.0
10007161,Teesside University,England,North East,2015/16,Estimated current turnover of all active firms (£ thousands),Social enterprises,189.0
10007161,Teesside University,England,North East,2015/16,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2015/16,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2015/16,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007161,Teesside University,England,North East,2015/16,Estimated external investment received (£ thousands),Student start-ups,0.0
10007161,Teesside University,England,North East,2015/16,Estimated external investment received (£ thousands),Social enterprises,0.0
10007161,Teesside University,England,North East,2015/16,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2015/16,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007161,Teesside University,England,North East,2015/16,Number (of newly registered companies within the reporting period),Staff start-ups,3.0
10007161,Teesside University,England,North East,2015/16,Number (of newly registered companies within the reporting period),Student start-ups,20.0
10007161,Teesside University,England,North East,2015/16,Number (of newly registered companies within the reporting period),Social enterprises,1.0
10007161,Teesside University,England,North East,2015/16,Number of active firms,Spin-outs with some HE provider ownership,7.0
10007161,Teesside University,England,North East,2015/16,Number of active firms,Other spin-outs,0.0
10007161,Teesside University,England,North East,2015/16,Number of active firms,Staff start-ups,54.0
10007161,Teesside University,England,North East,2015/16,Number of active firms,Student start-ups,262.0
10007161,Teesside University,England,North East,2015/16,Number of active firms,Social enterprises,13.0
10007161,Teesside University,England,North East,2015/16,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,4.0
10007161,Teesside University,England,North East,2015/16,Number still active which have survived at least 3 years,Other spin-outs,0.0
10007161,Teesside University,England,North East,2015/16,Number still active which have survived at least 3 years,Staff start-ups,43.0
10007161,Teesside University,England,North East,2015/16,Number still active which have survived at least 3 years,Student start-ups,163.0
10007161,Teesside University,England,North East,2015/16,Number still active which have survived at least 3 years,Social enterprises,5.0
10007161,Teesside University,England,North East,2016/17,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,12.0
10007161,Teesside University,England,North East,2016/17,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10007161,Teesside University,England,North East,2016/17,Estimated current employment of all active firms (FTE),Staff start-ups,104.0
10007161,Teesside University,England,North East,2016/17,Estimated current employment of all active firms (FTE),Student start-ups,422.0
10007161,Teesside University,England,North East,2016/17,Estimated current employment of all active firms (FTE),Social enterprises,12.0
10007161,Teesside University,England,North East,2016/17,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,92.0
10007161,Teesside University,England,North East,2016/17,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2016/17,Estimated current turnover of all active firms (£ thousands),Staff start-ups,199.0
10007161,Teesside University,England,North East,2016/17,Estimated current turnover of all active firms (£ thousands),Student start-ups,20815.0
10007161,Teesside University,England,North East,2016/17,Estimated current turnover of all active firms (£ thousands),Social enterprises,134.0
10007161,Teesside University,England,North East,2016/17,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2016/17,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2016/17,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007161,Teesside University,England,North East,2016/17,Estimated external investment received (£ thousands),Student start-ups,145.0
10007161,Teesside University,England,North East,2016/17,Estimated external investment received (£ thousands),Social enterprises,0.0
10007161,Teesside University,England,North East,2016/17,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2016/17,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007161,Teesside University,England,North East,2016/17,Number (of newly registered companies within the reporting period),Staff start-ups,3.0
10007161,Teesside University,England,North East,2016/17,Number (of newly registered companies within the reporting period),Student start-ups,26.0
10007161,Teesside University,England,North East,2016/17,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10007161,Teesside University,England,North East,2016/17,Number of active firms,Spin-outs with some HE provider ownership,7.0
10007161,Teesside University,England,North East,2016/17,Number of active firms,Other spin-outs,0.0
10007161,Teesside University,England,North East,2016/17,Number of active firms,Staff start-ups,61.0
10007161,Teesside University,England,North East,2016/17,Number of active firms,Student start-ups,213.0
10007161,Teesside University,England,North East,2016/17,Number of active firms,Social enterprises,13.0
10007161,Teesside University,England,North East,2016/17,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,4.0
10007161,Teesside University,England,North East,2016/17,Number still active which have survived at least 3 years,Other spin-outs,0.0
10007161,Teesside University,England,North East,2016/17,Number still active which have survived at least 3 years,Staff start-ups,49.0
10007161,Teesside University,England,North East,2016/17,Number still active which have survived at least 3 years,Student start-ups,143.0
10007161,Teesside University,England,North East,2016/17,Number still active which have survived at least 3 years,Social enterprises,4.0
10007161,Teesside University,England,North East,2017/18,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,4.0
10007161,Teesside University,England,North East,2017/18,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10007161,Teesside University,England,North East,2017/18,Estimated current employment of all active firms (FTE),Staff start-ups,109.0
10007161,Teesside University,England,North East,2017/18,Estimated current employment of all active firms (FTE),Student start-ups,486.0
10007161,Teesside University,England,North East,2017/18,Estimated current employment of all active firms (FTE),Social enterprises,21.0
10007161,Teesside University,England,North East,2017/18,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,126.0
10007161,Teesside University,England,North East,2017/18,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2017/18,Estimated current turnover of all active firms (£ thousands),Staff start-ups,340.0
10007161,Teesside University,England,North East,2017/18,Estimated current turnover of all active firms (£ thousands),Student start-ups,21411.0
10007161,Teesside University,England,North East,2017/18,Estimated current turnover of all active firms (£ thousands),Social enterprises,218.0
10007161,Teesside University,England,North East,2017/18,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2017/18,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2017/18,Estimated external investment received (£ thousands),Staff start-ups,5.0
10007161,Teesside University,England,North East,2017/18,Estimated external investment received (£ thousands),Student start-ups,5433.0
10007161,Teesside University,England,North East,2017/18,Estimated external investment received (£ thousands),Social enterprises,92.0
10007161,Teesside University,England,North East,2017/18,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2017/18,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007161,Teesside University,England,North East,2017/18,Number (of newly registered companies within the reporting period),Staff start-ups,5.0
10007161,Teesside University,England,North East,2017/18,Number (of newly registered companies within the reporting period),Student start-ups,26.0
10007161,Teesside University,England,North East,2017/18,Number (of newly registered companies within the reporting period),Social enterprises,2.0
10007161,Teesside University,England,North East,2017/18,Number of active firms,Spin-outs with some HE provider ownership,6.0
10007161,Teesside University,England,North East,2017/18,Number of active firms,Other spin-outs,0.0
10007161,Teesside University,England,North East,2017/18,Number of active firms,Staff start-ups,71.0
10007161,Teesside University,England,North East,2017/18,Number of active firms,Student start-ups,209.0
10007161,Teesside University,England,North East,2017/18,Number of active firms,Social enterprises,13.0
10007161,Teesside University,England,North East,2017/18,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,6.0
10007161,Teesside University,England,North East,2017/18,Number still active which have survived at least 3 years,Other spin-outs,0.0
10007161,Teesside University,England,North East,2017/18,Number still active which have survived at least 3 years,Staff start-ups,55.0
10007161,Teesside University,England,North East,2017/18,Number still active which have survived at least 3 years,Student start-ups,149.0
10007161,Teesside University,England,North East,2017/18,Number still active which have survived at least 3 years,Social enterprises,8.0
10007161,Teesside University,England,North East,2018/19,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,5.0
10007161,Teesside University,England,North East,2018/19,Estimated current employment of all active firms (FTE),Other spin-outs,3.0
10007161,Teesside University,England,North East,2018/19,Estimated current employment of all active firms (FTE),Staff start-ups,95.0
10007161,Teesside University,England,North East,2018/19,Estimated current employment of all active firms (FTE),Student start-ups,526.0
10007161,Teesside University,England,North East,2018/19,Estimated current employment of all active firms (FTE),Social enterprises,25.0
10007161,Teesside University,England,North East,2018/19,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,150.0
10007161,Teesside University,England,North East,2018/19,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2018/19,Estimated current turnover of all active firms (£ thousands),Staff start-ups,420.0
10007161,Teesside University,England,North East,2018/19,Estimated current turnover of all active firms (£ thousands),Student start-ups,39816.0
10007161,Teesside University,England,North East,2018/19,Estimated current turnover of all active firms (£ thousands),Social enterprises,311.0
10007161,Teesside University,England,North East,2018/19,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2018/19,Estimated external investment received (£ thousands),Other spin-outs,500.0
10007161,Teesside University,England,North East,2018/19,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007161,Teesside University,England,North East,2018/19,Estimated external investment received (£ thousands),Student start-ups,2746.0
10007161,Teesside University,England,North East,2018/19,Estimated external investment received (£ thousands),Social enterprises,92.0
10007161,Teesside University,England,North East,2018/19,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2018/19,Number (of newly registered companies within the reporting period),Other spin-outs,1.0
10007161,Teesside University,England,North East,2018/19,Number (of newly registered companies within the reporting period),Staff start-ups,5.0
10007161,Teesside University,England,North East,2018/19,Number (of newly registered companies within the reporting period),Student start-ups,23.0
10007161,Teesside University,England,North East,2018/19,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10007161,Teesside University,England,North East,2018/19,Number of active firms,Spin-outs with some HE provider ownership,5.0
10007161,Teesside University,England,North East,2018/19,Number of active firms,Other spin-outs,1.0
10007161,Teesside University,England,North East,2018/19,Number of active firms,Staff start-ups,46.0
10007161,Teesside University,England,North East,2018/19,Number of active firms,Student start-ups,186.0
10007161,Teesside University,England,North East,2018/19,Number of active firms,Social enterprises,12.0
10007161,Teesside University,England,North East,2018/19,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,5.0
10007161,Teesside University,England,North East,2018/19,Number still active which have survived at least 3 years,Other spin-outs,0.0
10007161,Teesside University,England,North East,2018/19,Number still active which have survived at least 3 years,Staff start-ups,26.0
10007161,Teesside University,England,North East,2018/19,Number still active which have survived at least 3 years,Student start-ups,120.0
10007161,Teesside University,England,North East,2018/19,Number still active which have survived at least 3 years,Social enterprises,7.0
10007161,Teesside University,England,North East,2019/20,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,4.0
10007161,Teesside University,England,North East,2019/20,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10007161,Teesside University,England,North East,2019/20,Estimated current employment of all active firms (FTE),Staff start-ups,167.0
10007161,Teesside University,England,North East,2019/20,Estimated current employment of all active firms (FTE),Student start-ups,645.0
10007161,Teesside University,England,North East,2019/20,Estimated current employment of all active firms (FTE),Social enterprises,13.0
10007161,Teesside University,England,North East,2019/20,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,126.0
10007161,Teesside University,England,North East,2019/20,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2019/20,Estimated current turnover of all active firms (£ thousands),Staff start-ups,490.0
10007161,Teesside University,England,North East,2019/20,Estimated current turnover of all active firms (£ thousands),Student start-ups,48604.0
10007161,Teesside University,England,North East,2019/20,Estimated current turnover of all active firms (£ thousands),Social enterprises,301.0
10007161,Teesside University,England,North East,2019/20,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2019/20,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2019/20,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007161,Teesside University,England,North East,2019/20,Estimated external investment received (£ thousands),Student start-ups,946.0
10007161,Teesside University,England,North East,2019/20,Estimated external investment received (£ thousands),Social enterprises,30.0
10007161,Teesside University,England,North East,2019/20,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2019/20,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007161,Teesside University,England,North East,2019/20,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007161,Teesside University,England,North East,2019/20,Number (of newly registered companies within the reporting period),Student start-ups,20.0
10007161,Teesside University,England,North East,2019/20,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10007161,Teesside University,England,North East,2019/20,Number of active firms,Spin-outs with some HE provider ownership,5.0
10007161,Teesside University,England,North East,2019/20,Number of active firms,Other spin-outs,0.0
10007161,Teesside University,England,North East,2019/20,Number of active firms,Staff start-ups,32.0
10007161,Teesside University,England,North East,2019/20,Number of active firms,Student start-ups,193.0
10007161,Teesside University,England,North East,2019/20,Number of active firms,Social enterprises,11.0
10007161,Teesside University,England,North East,2019/20,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,5.0
10007161,Teesside University,England,North East,2019/20,Number still active which have survived at least 3 years,Other spin-outs,0.0
10007161,Teesside University,England,North East,2019/20,Number still active which have survived at least 3 years,Staff start-ups,18.0
10007161,Teesside University,England,North East,2019/20,Number still active which have survived at least 3 years,Student start-ups,127.0
10007161,Teesside University,England,North East,2019/20,Number still active which have survived at least 3 years,Social enterprises,8.0
10007161,Teesside University,England,North East,2020/21,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,4.0
10007161,Teesside University,England,North East,2020/21,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10007161,Teesside University,England,North East,2020/21,Estimated current employment of all active firms (FTE),Staff start-ups,213.0
10007161,Teesside University,England,North East,2020/21,Estimated current employment of all active firms (FTE),Student start-ups,742.0
10007161,Teesside University,England,North East,2020/21,Estimated current employment of all active firms (FTE),Social enterprises,13.0
10007161,Teesside University,England,North East,2020/21,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,126.0
10007161,Teesside University,England,North East,2020/21,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2020/21,Estimated current turnover of all active firms (£ thousands),Staff start-ups,589.0
10007161,Teesside University,England,North East,2020/21,Estimated current turnover of all active firms (£ thousands),Student start-ups,59018.0
10007161,Teesside University,England,North East,2020/21,Estimated current turnover of all active firms (£ thousands),Social enterprises,380.0
10007161,Teesside University,England,North East,2020/21,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2020/21,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2020/21,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007161,Teesside University,England,North East,2020/21,Estimated external investment received (£ thousands),Student start-ups,444.0
10007161,Teesside University,England,North East,2020/21,Estimated external investment received (£ thousands),Social enterprises,102.0
10007161,Teesside University,England,North East,2020/21,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2020/21,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007161,Teesside University,England,North East,2020/21,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007161,Teesside University,England,North East,2020/21,Number (of newly registered companies within the reporting period),Student start-ups,23.0
10007161,Teesside University,England,North East,2020/21,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10007161,Teesside University,England,North East,2020/21,Number of active firms,Spin-outs with some HE provider ownership,5.0
10007161,Teesside University,England,North East,2020/21,Number of active firms,Other spin-outs,0.0
10007161,Teesside University,England,North East,2020/21,Number of active firms,Staff start-ups,38.0
10007161,Teesside University,England,North East,2020/21,Number of active firms,Student start-ups,201.0
10007161,Teesside University,England,North East,2020/21,Number of active firms,Social enterprises,5.0
10007161,Teesside University,England,North East,2020/21,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,5.0
10007161,Teesside University,England,North East,2020/21,Number still active which have survived at least 3 years,Other spin-outs,0.0
10007161,Teesside University,England,North East,2020/21,Number still active which have survived at least 3 years,Staff start-ups,20.0
10007161,Teesside University,England,North East,2020/21,Number still active which have survived at least 3 years,Student start-ups,82.0
10007161,Teesside University,England,North East,2020/21,Number still active which have survived at least 3 years,Social enterprises,4.0
10007161,Teesside University,England,North East,2021/22,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,2.0
10007161,Teesside University,England,North East,2021/22,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10007161,Teesside University,England,North East,2021/22,Estimated current employment of all active firms (FTE),Staff start-ups,69.0
10007161,Teesside University,England,North East,2021/22,Estimated current employment of all active firms (FTE),Student start-ups,879.0
10007161,Teesside University,England,North East,2021/22,Estimated current employment of all active firms (FTE),Social enterprises,17.0
10007161,Teesside University,England,North East,2021/22,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2021/22,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2021/22,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10007161,Teesside University,England,North East,2021/22,Estimated current turnover of all active firms (£ thousands),Student start-ups,94049.0
10007161,Teesside University,England,North East,2021/22,Estimated current turnover of all active firms (£ thousands),Social enterprises,40.0
10007161,Teesside University,England,North East,2021/22,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,50.0
10007161,Teesside University,England,North East,2021/22,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007161,Teesside University,England,North East,2021/22,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007161,Teesside University,England,North East,2021/22,Estimated external investment received (£ thousands),Student start-ups,2458.0
10007161,Teesside University,England,North East,2021/22,Estimated external investment received (£ thousands),Social enterprises,102.0
10007161,Teesside University,England,North East,2021/22,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10007161,Teesside University,England,North East,2021/22,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007161,Teesside University,England,North East,2021/22,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007161,Teesside University,England,North East,2021/22,Number (of newly registered companies within the reporting period),Student start-ups,26.0
10007161,Teesside University,England,North East,2021/22,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10007161,Teesside University,England,North East,2021/22,Number of active firms,Spin-outs with some HE provider ownership,2.0
10007161,Teesside University,England,North East,2021/22,Number of active firms,Other spin-outs,0.0
10007161,Teesside University,England,North East,2021/22,Number of active firms,Staff start-ups,15.0
10007161,Teesside University,England,North East,2021/22,Number of active firms,Student start-ups,190.0
10007161,Teesside University,England,North East,2021/22,Number of active firms,Social enterprises,6.0
10007161,Teesside University,England,North East,2021/22,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,2.0
10007161,Teesside University,England,North East,2021/22,Number still active which have survived at least 3 years,Other spin-outs,0.0
10007161,Teesside University,England,North East,2021/22,Number still active which have survived at least 3 years,Staff start-ups,12.0
10007161,Teesside University,England,North East,2021/22,Number still active which have survived at least 3 years,Student start-ups,133.0
10007161,Teesside University,England,North East,2021/22,Number still active which have survived at least 3 years,Social enterprises,6.0
